Document Title,Authors,Publication Title,Date Added To Xplore,Publication Year,Abstract,IEEE Terms,PDF Link,Document Identifier,Medical,Disease,Modality,Model,Explainibility,Local/Global
Pneumothorax: Lung Segmentation and Disease Classification Using Deep Neural Networks,D. S. V. Kancherla; P. Mannava; S. Tallapureddy; V. Chintala; K. P; C. Iwendi,2023 International Conference on Self Sustainable Artificial Intelligence Systems (ICSSAS),########,2023,"Medical imaging is crucial in detecting pneumothorax, a potentially life-threatening condition characterized by air accumulation in the pleural cavity. Chest X-Rays (CXR) and Computed Tomography (CT) scans are vital tools for diagnosing pneumothorax, offering detailed insights into the chest cavity. The accurate delineation of lung regions and the detection of lung diseases pose significant challenges. Variations in patient anatomy, limited training data, and the complexity of lung diseases contribute to the difficulty of the task. Recent approaches, such as advanced U-Net architectures with residual connections and 3D U-Net variants for lung nodule segmentation, are enhancing the precision and efficiency of lung image analysis. This research presents a novel approach that combines Deep Learning (DL) based segmentation and disease detection techniques to enhance accuracy in CXR image analysis. The proposed methodology comprises two core components: A U-Net-inspired segmentation model with residual connections for precise lung region extraction and a Convolutional Neural Network (CNN)for disease detection.",Image segmentation;Image analysis;Pulmonary diseases;Diversity reception;Lung;Computer architecture;Feature extraction,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10331853,IEEE Conferences,,,,,,
CX-Net: Multi-scale Enhanced Fusion Network for Pneumonia Classification,C. Liu; C. Xu; C. Nie; J. Han; H. Ma; D. Wang,2023 IEEE 3rd International Conference on Computer Systems (ICCS),########,2023,"Due to the blurred nature of lung X-ray images and the variability in lesion density and lesion location, even relatively experienced radiologists can have diagnostic difficulties. Deep Learning (DL) can quickly and accurately determine the type of pneumonia from an X-ray. However, the methods proposed so far will extract many invalid features during extraction, and the pneumonia lesions are location-specific, and the features around the lesions often affect the final classification accuracy. Therefore, this paper proposes a multi-scale local enhancement model (CX-Net) consisting of a multi-scale fusion module, a local channel attention module, and a lung enhancement module to solve this problem. The local channel attention module (LCAM) performs local data evaluation on the features extracted by the encoding network ResNet-50 to assign weights to the feature layer. The Lung Enhancement Module (LEM) enhances the data of possible diseased areas to highlight the specific features of the lung lesion location. The enhanced features are multi-scale superimposed to obtain a matrix with attentional bias, thus avoiding the influence of useless features to a greater extent. In this paper, different public data sets in Kaggle are merged into a binary classification dataset, a three-classification dataset, and a four-classification dataset to test the performance of the model. Finally, it is shown through extensive experiments that the results of the proposed model in this paper outperform the current state-of-the-art methods. The models proposed in the two classifications, three classifications, and four classifications achieved a classification accuracy of 98.34%, 97.62%, and 94.87%.",Deep learning;Image analysis;Pulmonary diseases;Computational modeling;Lung;Feature extraction;Encoding,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10335527,IEEE Conferences,,,,,,
"Deep Learning-Based Dermatological Condition Detection: A Systematic Review With Recent Methods, Datasets, Challenges, and Future Directions",S. S. Noronha; M. A. Mehta; D. Garg; K. Kotecha; A. Abraham,IEEE Access,########,2023,"Dermatological conditions are a global health concern affecting all age groups. They encompass various skin issues such as rashes, moles, acne, blisters, hives, nodules, cysts, macules, and papules. Early diagnosis of dermatological conditions is crucial to prevent skin damage and chronic diseases. Recent advancements in artificial intelligence and medical image processing, particularly through deep learning, have significantly improved the precision and efficiency of dermatological disease detection by dermatologists. This paper thoroughly examines deep learning-based methods for detecting dermatological conditions from dermoscopic images. Specifically, it presents study of 22 methods that are used to detect dermatological conditions such as basal cell carcinoma, melanocytic nevus, seborrheic keratosis, psoriasis, benign keratosis, melanoma, acne, cold sore, warts, eczema, hives, shingles, scar, skin tag, inflammatory hyper pigment, cyst, dark circle, blackhead, burn and skin rash. It also covers clinical diagnostic methods for dermatological conditions and the need for computer-aided diagnosis. In this paper, we have also proposed the categorization of deep learning-based dermatological condition detection methods. Moreover, a comprehensive summary of these methods is presented. In addition, this paper summarizes the majority of the datasets available for computer-aided detection of dermatological conditions. Furthermore, it presents enormous challenges and potential future research directions. This survey informs researchers about the latest advancements in deep learning-based detection methods for dermatological conditions and allows dermatologists to stay updated on technological breakthroughs in this area.",Surveys;Skin;Learning systems;Deep learning;Dermatology;Basal cell carcinoma;Artificial intelligence;Convolutional neural networks;Dermatology;Biomedical imaging,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342692,IEEE Journals,,,,,,
Attention-Based Multiscale Deep Neural Network for Diagnosis of Polycystic Ovary Syndrome Using Ovarian Ultrasound Images,S. Rashid; M. Karnati; G. Aggarwal; M. K. Dutta; P. Sikora; R. Burget,2023 15th International Congress on Ultra Modern Telecommunications and Control Systems and Workshops (ICUMT),########,2023,"Polycystic Ovary Syndrome (PCOS) is a hormonal disorder that impacts a significant proportion of women in their reproductive years. It results in irregular menstrual cycles and elevated levels of androgens, known as male hormones. Women with PCOS often have ovaries that develop numerous small fluid-filled sacs called follicles, but they fail to release eggs regularly. While the precise cause of PCOS remains unknown, early identification and weight loss can help mitigate the risk of long-term complications. In this study, a novel attention-based multiscale convolutional neural network (AMCNN) is proposed for the detection of PCOS. The utilization of dilated convolution aids in preserving the multi-scale features with fewer parameters. The integration of multiscale characteristics is achieved by the attention mechanism, which enhances the importance of features within significant channels. The experimental results demonstrate the superior performance of the AMCNN, surpassing other prominent algorithms with an accuracy of 98.79%, proving its effectiveness for medical industrial applications.",Training;Performance evaluation;Ultrasonic imaging;Ultrasonic variables measurement;Magnetic resonance imaging;Manuals;Elasticity,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10333275,IEEE Conferences,,,,,,
Classification and Segmentation of Brain Tumor MRI Images Using Convolutional Neural Networks,C. B. Ruiz,2023 IEEE International Conference on Engineering Veracruz (ICEV),########,2023,"The precise identification and segmentation of brain tumors play a crucial role in medical image analysis, enabling accurate diagnosis and effective treatment planning for a global challenge in central nervous system cancer. In this study, a deep learning-based model for multiclass brain tumor classification and binary segmentation in MRI scans is proposed. Based on convolutional neural networks, the model classifies four tumor types, achieving an overall accuracy of 93.56%. The segmentation model was oriented only to the meningioma class and the U -Net architecture was used. The model accurately delineates tumor boundaries, with a high similarity to the annotated masks under medical supervision. The segmentation model achieved an overall accuracy of 98.54 % and a mean intersection over junction of 81.96%, demonstrating its ability to handle complex tumor shapes and sizes. Both models were integrated into a web application capable of predicting new images and displaying the results. Extensive experiments were performed on the model hyperparameters and training data, and the results outperformed state-of-the-art approaches in accuracy.",Image analysis;Biological system modeling;Magnetic resonance imaging;Training data;Predictive models;Brain modeling;Convolutional neural networks,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10329651,IEEE Conferences,,,,,,
Diagnosis Neuro-Oncology Diseases via Artificial Intelligence and Multi-Sequence MRI Methods,A. Letyagin; E. Amelina; B. Tuchinov; V. Groza; M. Amelin; S. Golushko; E. Pavlovskiy,"2023 IEEE Ural-Siberian Conference on Computational Technologies in Cognitive Science, Genomics and Biomedicine (CSGB)",########,2023,"The study of brain tumor structure and its type-dependent variations is one of the most important research areas in which medical imaging techniques are used. The structural and statistical analysis of these lesions raises various related problems and projects, such as the detection of the neuro oncology diseases, the shape and the segmentation of specific sub-regions (i.e. necrotic part, (non-)enhanced part, edema), the classification of the tumor occurrence and the subsequent treatment up-prognosis. Almost all of these problems are usually solved numerically, particularly with the tendency to use methods related to artificial intelligence (AI), often including deep learning (DL) networks. One of the most complicated, least researched and challenging tasks in this field is the classification of tumor types. This difficulty can be explained by several reasons, the most important of which is the severe limitation of existing open-source datasets that contain clinically confirmed tumor type designations based on radiological examination protocols. Magnetic resonance imaging (MRI) is the most common method for screening, primary detection and non-invasive diagnosis of brain diseases, as well as a source of recommendations for further treatment and observation. In this paper, we extend the previous research works on the robust multi-sequences segmentation and classification methods which allows to consider all available information from MRI scans by the composition of TI, TIC, T2 and T2-FLAIR sequences. It is based on the clinical radiology hypothesis and presents an efficient approach to combining and matching 3D methods to search for areas of comprised the GD-enhancing tumor in order to significantly improve the model's performance of the particular applied numerical problem of brain tumor classification and metastasis segmentation. All investigations performed and results presented are based on the private Siberian brain tumor dataset, including labeled volumetric MRI scans describing a wide variety of tumors and associated clinically relevant ground truth (GT) information.",Image segmentation;Three-dimensional displays;Statistical analysis;Magnetic resonance imaging;Stability analysis;Lesions;Artificial intelligence,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10329808,IEEE Conferences,,,,,,
Pap Smear Medical Image Classification Using Deep Learning: A Systematic Review,E. Selvano; G. N. Elwirehardja; B. Pardamean,2023 6th International Conference of Computer and Informatics Engineering (IC2IE),########,2023,"Cervical cancer has been known as one of the most prevalent medical disorders globally and a leading cause of death. Early detection, particularly through Pap tests, plays a vital role in its prevention. Previous studies have leveraged machine learning and deep learning techniques to classify the medical images obtained from Pap tests. In this study, a Systematic Literature Review methodology was used to examine 15 relevant papers that have been filtered from queries to Google Scholar which have gone through 4 stages of filtering that include: identification, screening, eligibility, and inclusion. This study addresses two research questions regarding the datasets and deep learning techniques for classifying pap smear images in recent years. The performance of the models was analyzed and potential areas for improvements are suggested. The findings of this study reveal that the Herlev University Hospital and SIPaKMed datasets are the most used. The methodologies used by researchers range from machine learning techniques, transfer learning using Convolutional Neural Networks, and utilize state-of-the-art models with novel optimizing methodology. While there are exciting opportunities in the field, challenges include model generalization and interpretability.",Deep learning;Systematics;Hospitals;Computational modeling;Bibliographies;Transformers;Convolutional neural networks;Tuning;Image classification;Biomedical imaging,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10331248,IEEE Conferences,,,,,,
Pneumonia Detection Using Snapshot Ensemble Model,K. Pyar; S. M. Maung Zaw,2023 27th International Computer Science and Engineering Conference (ICSEC),########,2023,"Pneumonia is a serious and potentially life-threatening disease that predominantly affects the elderly population. Early diagnosis plays a crucial role in saving lives. Medical imaging, particularly the use of deep learning techniques, has shown promise in aiding the detection and classification of pneumonia in patients based on their chest X-rays. This paper presents a novel system for pneumonia detection and classification, utilizing a deep learning snapshot ensemble model. The EfficientNet-B0 technique is employed to address the pneumonia identification problems. The system is trained on the chest X-ray images (pneumonia) Kermany dataset, which is a well-known dataset in the field. The proposed system demonstrates impressive performance, achieving an accuracy of 97% for pneumonia classification.",Deep learning;Pollution;Pulmonary diseases;Computational modeling;Sociology;Ensemble learning;Older adults,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10329752,IEEE Conferences,,,,,,
Breast Cancer Subtype Classification Based on PET/CT Bimodal Imaging Feature Fusion,L. Jia; Z. Chen; D. Shao; A. A. Abba,2023 IEEE 6th International Conference on Pattern Recognition and Artificial Intelligence (PRAI),########,2023,"In this paper, the powerful feature extraction capability of convolutional neural networks is used to extract advanced latent features of breast lesions, and the classification of breast cancer subtype is realized based on the features extracted from PET/CT bimodal images. The DenseNet network model is used to construct the PET/CT imaging feature extraction network. Since the PET/CT bimodal imaging data from breast cancer patients is very limited, the transfer learning method is adopted to solve the problem of insufficient data and prevent overfitting during training. In order to combine PET/CT bimodal imaging features, two feature fusion approaches are proposed, which are offline feature fusion and online feature fusion. For offline feature fusion, principal component analysis is employed to reduce the dimensionality of the deep features extracted by the feature extraction network from individual modalities. The reduced features are then concatenated and forwarded into a classifier for breast cancer subtype classification. For the online feature fusion, the feature maps output by the PET/CT feature extraction networks are directly concatenated and then input into the classification subnetwork for breast cancer subtype classification. The validity is evaluated using clinical data in practice. The PET/CT dual-modality features can improve the accuracy of breast cancer classification, and the experimental results show that the accuracy of online feature fusion is the highest.",Training;Transfer learning;Imaging;Feature extraction;Breast cancer;Pattern recognition;Lesions,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10332100,IEEE Conferences,,,,,,
Semi-Supervised Learning for Pupil Segmentation in TCM,N. Niu; H. Peng; Q. Liu; P. Zeng; Q. Yao; L. Wang; Y. Wang; G. Wang; M. Huang; C. Xue,2023 IEEE 6th International Conference on Pattern Recognition and Artificial Intelligence (PRAI),########,2023,"Accurately locating and segmenting objects in medical images is crucial for providing precise data support. Traditional Chinese medicine diagnosis relies on pupillary features to reflect the condition of internal organs and pathologies. Combining image segmentation technology with pupil features can offer practical tools for medical treatment. However, obtaining and sharing medical image data is challenging, posing a hurdle for supervised learning approaches. Semi-supervised learning, which can use labeled and unlabeled data, can improve accuracy and generalization and is suitable for medical image processing. This method combines deep learning and traditional Chinese medicine to achieve medical image pupil segmentation with limited data, paving the way for disease discrimination. It effectively addresses the scarcity of data and the inadequacy of supervised learning methods for traditional TCM medical images. This approach provides more accurate and practical TCM image analysis and diagnosis tools.",Image segmentation;Pathology;Image analysis;Supervised learning;Medical treatment;Semisupervised learning;Pattern recognition,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10331984,IEEE Conferences,,,,,,
A Deep Learning Approach for Varicocele Detection from Ultrasound Images,M. A. Awad; L. Samrraie; A. M. Abdalla; O. AlZoubi; A. Migdady; M. B. Yassein,2023 14th International Conference on Information and Communication Systems (ICICS),########,2023,"Varicocele is a disease characterized by abnormal dilatation of the scrotal venous plexus pampiniformis. It is a common cause of infertility and may cause pain or discomfort in some cases. In this article, we present a new approach for automatic classification of varicocele using Deep Learning convolutional neural networks. The available dataset consists of images converted to different color modes. Each color mode dataset is partitioned, augmented, and trained using a Deep Learning network. Experiments were conducted with all possible combinations of four different pre-trained models and over three color modes to determine the best combination that achieves the highest performance, with and without augmentation. Training and testing were evaluated using various metrics. Analysis of the results demonstrated the effectiveness of the proposed system. Results showed an accuracy of 83.1% with the RGB color mode when using ResNet50, and that the effect of augmentation was small.",Deep learning;Measurement;Training;Ultrasonic imaging;Image color analysis;Pain;Gray-scale,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10330493,IEEE Conferences,,,,,,
Predicting Ejection Fraction from Electrocardiogram Signals using a Multi-task Learning Model,G. Zhong; Y. Wang; S. Liu; X. Deng; A. Wang; C. Yang,2023 IEEE 19th International Conference on Body Sensor Networks (BSN),########,2023,"The aim of this study was to investigate the feasibility and effectiveness of using electrocardiogram (ECG) signals to predict ejection fraction (EF) in an extremely imbalanced dataset. We collected ECG signals from 9365 patients and conducted a correlation analysis with EF. After collecting and preprocessing the ECG signal, we developed a deep learning-based multi-task learning model designed to extract features from ECG signals and perform predictions. Our study employed a model based on Transformer, multi-scale convolutional neural networks (CNN), channel attention, and pre-trained ResNet to predict EF (EF > 50 or EF â‰¤ 50) and EF value. The experimental results demonstrate that the proposed model exhibits excellent predictive performance, with an AUC of 0.825 and MAE of 4.855 for predicting EF. It outperforms other models and shows better results in comparison. Our study validates the feasibility and effectiveness of using ECG signals to predict EF and provides strong support for early diagnosis and treatment of cardiovascular diseases.",Electrocardiography;Predictive models;Myocardium;Multitasking;Transformers;Feature extraction;Convolutional neural networks;Cardiovascular diseases;Reliability;Monitoring,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10331174,IEEE Conferences,,,,,,
Generative Adversarial Networks for Augmenting Endoscopy Image Datasets of Stomach Precancerous Lesions: A Review,B. MagalhÃ£es; A. Neto; A. Cunha,IEEE Access,########,2023,"Gastric cancer (GC) is still a significant public health issue, among the most common and deadly cancers globally. The identification and characterization of precancerous lesions of the stomach using endoscopy are crucial for determining the risk of cancer and guiding appropriate surveillance. In this scenario, deep learning (DL)-based computer vision methods have the potential to help us classify and identify particular patterns in endoscopic images, leading to a more accurate classification of these types of lesions. The quantity and quality of the data used heavily influence the classification performance of DL networks. However, one of the major setbacks for developing high-performance DL classification models is the typical need for more available data in the medical field. This review explores the use of Generative Adversarial Networks (GANs) and classical data augmentation techniques for improving the classification of precancerous stomach lesions. GANs are DL models that have shown promising results in generating synthetic data, which can be used to augment limited medical datasets. This review discusses recent studies that have implemented GANs and classical data augmentation methods to improve the accuracy of cancerous lesion classification. The results indicate that GANs can effectively increase the datasetâ€™s size, enhance the classification modelsâ€™ performance. In specific applications, such as the augmentation of endoscopic images depicting gastrointestinal polyps and Barrettâ€™s esophagus Adenocarcinoma, our review reveals instances where GANs, including models like Deep Convolutional GANs and conditional GANs, outperform classical data augmentation methods. Furthermore, this review highlights the challenges and limitations of the recent works using GANs and classical data augmentation techniques in medical imaging analysis and proposes directions for future research.",Lesions;Medical diagnostic imaging;Data models;Stomach;Cancer;Solid modeling;Endoscopes;Data augmentation;Deep learning;Generative adversarial networks;Gastroenterology,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10336816,IEEE Journals,,,,,,
3D Efficient Multi-Task Neural Network for Knee Osteoarthritis Diagnosis Using MRI Scans: Data From the Osteoarthritis Initiative,P. S. Q. Yeoh; S. L. Goh; K. Hasikin; X. Wu; K. W. Lai,IEEE Access,########,2023,"Deep learning, particularly Convolutional Neural Networks, has demonstrated effectiveness in computer-aided diagnosis applications, including knee osteoarthritis analysis. Two of the most common tasks done in medical imaging are segmentation and classification tasks. This research investigates the feasibility of multi-task models for volumetric analysis using Magnetic Resonance Imaging scans in knee osteoarthritis diagnosis, while considering computational efficiency. In order to leverage the correlation between segmentation and classification tasks, two 3D multi-task models, OA_MTL (Osteoarthritis_Multi-Task Learning) and RES_MTL (Residual_Multi-Task Learning) models are developed to simultaneously segment knee structures and classify knee osteoarthritis incidence. The performance of the multi-task models is evaluated against single-task baseline models and other existing convolutional neural network models using a total of eight different performance metrics, while comparing the computational complexity among the models. Experimental results demonstrate that multi-task model leverages the information of segmentation task to improve the classification performance. OA_MTL is a multi-task model that incorporates an encoder-decoder architecture, residual modules, and depthwise separable convolutions for enhanced performance. OA_MTL achieves superior performance for classification tasks with an accuracy score of 0.825, and a comparable segmentation DSC score of 0.915. OA_MTL achieves a favorable trade-off between computational complexity and model performance. The contribution of this work includes an approach that simultaneously performs knee structure segmentation and osteoarthritis classification in 3D MRI, which addresses the need for efficient models in the field of medical imaging, specifically on computationally challenging 3D medical imaging applications.",Task analysis;Three-dimensional displays;Multitasking;Computational modeling;Osteoarthritis;Magnetic resonance imaging;Medical diagnostic imaging,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10336807,IEEE Journals,,,,,,
Enhancing Pneumonia Detection using Vision Transformer with Dynamic Mapping Re-Attention Mechanism,M. A. Labbaf Khaniki; M. Mirzaeibonehkhater; M. Manthouri,2023 13th International Conference on Computer and Knowledge Engineering (ICCKE),########,2023,"Pneumonia is a prevalent respiratory infection with potentially life-threatening consequences. In this research, we propose a novel deep learning approach to enhance pneumonia detection using the Vision Transformer (ViT) architecture with a dynamic mapping re-attention mechanism. The re-attention mechanism in the ViT architecture facilitates the flow of information between patches of the input image, enabling contextual understanding through self-attention. This mechanism captures long-range dependencies and enhances the ViT's ability to effectively recognize and interpret images. The dynamic mapping attention mechanism allows the model to dynamically assign attention weights to different regions of the input data based on their relevance to pneumonia detection. By adaptively adjusting the attention weights, the model can capture both local details and global dependencies, enabling more accurate diagnosis. The ViT utilizes the dynamic mapping re-attention mechanism with attention dropout. Here the performance of this ViT compared to the conventional ViT and the ViT incorporating the re-attention mechanism. This comparative analysis offers valuable insights into the effectiveness of the proposed dynamic mapping re-attention mechanism. Additionally, it highlights the added benefits of attention dropout in enhancing the overall performance of the model.",Deep learning;Knowledge engineering;Adaptation models;Image recognition;Pulmonary diseases;Computer architecture;Transformers,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10326313,IEEE Conferences,,,,,,
Capturing Local and Global Features in Medical Images by Using Ensemble CNN-Transformer,J. M. Kaleybar; H. Saadat; H. Khaloo,2023 13th International Conference on Computer and Knowledge Engineering (ICCKE),########,2023,"This paper introduces a groundbreaking classification model called the Controllable Ensemble Transformer and CNN (CETC) for the analysis of medical images. The CETC model combines the powerful capabilities of convolutional neural networks (CNNs) and transformers to effectively capture both high and low frequency features present in medical images. The model architecture comprises three main components: a transformer classification block (TCB), a transposed-convolutional decoder block (TDB), and a convolutional encoder block (CEB). The CEB is responsible for capturing multi-local features at different scales and draws upon components from VGGNet, ResNet, and MobileNet as backbones. By leveraging this combination, the CEB is able to effectively detect and encode local features. The TDB, on the other hand, consists of sub-decoders that decode and sum the captured features using ensemble coefficients. This enables the model to efficiently integrate the information from multiple scales. Finally, the TCB utilizes the SwT backbone and a specially designed prediction head to capture global features, ensuring a comprehensive understanding of the entire image. The paper provides detailed information on the experimental setup and implementation, including the use of transfer learning, data preprocessing techniques, and training settings. The CETC model is trained and evaluated using two publicly available COVID-19 datasets. Moreover, the model is able to outperform existing state-of-the-art models across a variety of evaluation metrics, which is encouraging. Experimental results clearly demonstrate that the CETC model performs better than other deep learning models, emphasizing its potential for accurate and efficient image analysis in the field of medicine.",COVID-19;Measurement;Training;Analytical models;Transfer learning;Transformers;Feature extraction,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10326274,IEEE Conferences,,,,,,
Using Deep Learning for Classification of Lung Cancer on CT Images in Ardabil Province : Classification of Lung Cancer using Xception,M. A. Javad Zadeh Barzaki; J. Abdollahi; M. Negaresh; M. Salimi; H. Zolfaghari; M. Mohammadi; A. Salmani; R. Jannati; F. Amani,2023 13th International Conference on Computer and Knowledge Engineering (ICCKE),########,2023,"In the past, doctors had to physically locate the region they thought could have lung cancer. Several studies have shown that manual segmentation is time-consuming and dependent on the operator and instrument. To aid healthcare providers in making an early diagnosis of lung cancer, an algorithm known as the XCEPTION Based Classification for Lung Cancer (XCEPTION) has been created. XCEPTION enhances the categorization of lung cancer lesions by using a neural network to assist doctors in diagnosing lung cancer. Medical pictures of lung cancer in malignant, benign, and healthy people may all be classified by XCEPTION. Each and every ethical guideline has been followed while doing research for this study. This approach uses a convolutional neural network to categorize lung cancer in order to help medical practitioners identify lung cancer lesions. With precision and sensitivity, XCEPTION can identify incoming medical photos as belonging to cancer patients or healthy people.",Knowledge engineering;Ethics;Sensitivity;Instruments;Neural networks;Lung cancer;Medical services,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10326262,IEEE Conferences,,,,,,
Retinal Diseases Classification System Using OCT Images Combined with CNN Models,F. Dhaoui; A. Zrelli,"2023 International Symposium on Networks, Computers and Communications (ISNCC)",########,2023,"Optical Coherence Tomography (OCT) has become one of the foremost successful and commonly utilized imaging strategies for non-invasive retinal eye disease assessment. Visual deficiency is analyzed utilizing OCT with one of the taking after two eye maladies categories: diabetic macular edema (DME) or age-related macular degeneration (AMD). The classification of eye retina infections utilizing OCT pictures as of late has become a challenge with the advancement of machine instructing and significant learning strategies. In this paper, a deep learning algorithm is performed. Retinal disease classification playsa crucial role in the early detection and treatment of various eye conditions, such as diabetic macular edema (DME) and age-related macular degeneration (AMD). This paper presents a study on the classification of retinal diseases using Convolutional Neural Networks (CNNs), a powerful deep-learning technique known for its ability to extract meaningful features from images.",Macular degeneration;Visualization;Optical coherence tomography;Medical services;Retina;Feature extraction;Diabetes,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10323745,IEEE Conferences,,,,,,
Multimodal Analysis of Unbalanced Dermatological Data for Skin Cancer Recognition,P. A. Lyakhov; U. A. Lyakhova; D. I. Kalita,IEEE Access,########,2023,"To date, skin cancer is the most commonly diagnosed form of cancer in humans and is one of the leading causes of death in cancer patients. AI technologies can match and exceed visual analysis methods in accuracy, but they carry the risk of a false negative response when a malignant pigmented lesion can be recognized as benign. Possible ways to improve accuracy and reduce the risk of false negatives are to analyze heterogeneous data, combine different preprocessing methods, and use modified loss functions to eliminate the negative impact of unbalanced dermatological data. The article proposes a multimodal neural network system with a modified cross-entropy loss function that is sensitive to unbalanced heterogeneous dermatological data. The novelty of the proposed system lies in the emerging synergy when using methods to improve the quality of intelligent systems, due to which there is a significant reduction in the number of false negative predictions and an increase in the accuracy of skin cancer recognition. Preliminary cleaning of hair structures on visual data, as well as parallel analysis of heterogeneous dermatological data using a multimodal neural network system sensitive to unbalanced data, were used as methods to improve accuracy. The recognition accuracy for 10 diagnostic categories for the proposed intelligent system was 85.20%. The introduction of weighting factors made it possible to reduce the number of false negative forecasts, as well as increase the accuracy by 1.99-4.28 percentage points compared to the original multimodal systems.",Skin cancer;Visualization;Skin;Neural networks;Lesions;Hair;Melanoma,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10328559,IEEE Journals,,,,,,
MRI Synthesis via CycleGAN-Based Style Transfer,A. Gawande; P. Gandhi; S. Kude; N. Mulla; R. Pawar,2023 14th International Conference on Computing Communication and Networking Technologies (ICCCNT),########,2023,"Medical imaging plays a crucial role in modern medicine by supporting illness diagnosis and therapy. However, there are difficulties in illness diagnosis using medical imaging, such as the costs and infrastructure to conduct an MRI scan, and the strenuous task of correctly interpreting an MRI scan. It is necessary to develop a method for producing MRI images with adjustable contrast levels. A cyclic Generative Adversarial Neural Network called CycleGAN, which performs well with unpaired data and is best suited for medical imagery, is used for the proposed healthcare platform to create artificial MRI scans. The results show that our method converts non-fat saturated MRI images into fat saturated images more effectively than a benchmark pix2pix approach, resulting in a PSNR (peak signal- to-noise ratio) of 12.89, structural similarity of 0.97, and KL divergence of 0.07, using the MRI dataset, a sizeable collection of freely accessible MR brain pictures.",PSNR;Costs;Magnetic resonance imaging;Medical treatment;Benchmark testing;Fats;Task analysis,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10308254,IEEE Conferences,,,,,,
Deep Learning for Pulmonary Disease Identification,A. Kukker; S. Dhar; V. Singh; V. Amitabh; S. Likhite,2023 14th International Conference on Computing Communication and Networking Technologies (ICCCNT),########,2023,"The ubiquitous use of machine learning in healthcare including, but not limited to analytics, data collection and processing, differential diagnosis and wearable health tracking has led to vast amounts of research in the domain. With the advent of deep learning, there has been an increasing interest in disease classification using various medical imaging techniques. This paper aims to use deep learning architecture using convolutional neural networks to accurately identify different pulmonary diseases such as pneumonia and COVID-19 from a healthy human beingâ€™s chest x-rays. The model, inherently based on CNN, uses multi-layer variables including convolutional, batch normalization, ReLU, max pooling, fully connected, SoftMax, and classification layers to make up the architecture. The dataset consisting of 3,000 images, varying from healthy lung scans to those of COVID-19 patients and pneumonia patientsâ€™ x-ray scans, aid in the training and testing of the model, which achieves an accuracy of 85%. The work is aimed to be of assistance to healthcare professionals and to be of advantage to them for faster and better decision making.",Deep learning;COVID-19;Recurrent neural networks;Pulmonary diseases;Lung;Medical services;Mathematical models,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10307502,IEEE Conferences,,,,,,
A Review of Lung Nodules Identification using Machine Learning,S. N. Dwivedi; A. Kaur,2023 14th International Conference on Computing Communication and Networking Technologies (ICCCNT),########,2023,"The identification and classification of lung nodules play a critical role in the early diagnosis and treatment of lung cancer, a leading cause of mortality worldwide. As technology advances, the integration of machine learning algorithms has emerged as a groundbreaking solution to enhance the accuracy and efficiency of lung nodule identification. This review aims to provide an overview of the recent advancements and impactful applications of Machine learning in the field of lung nodule identification. The review begins by elucidating the significance of early lung nodule detection and the challenges associated with traditional methods. It then delves into the immense potential of machine learning, which encompasses various techniques such as deep learning and convolutional neural networks. By leveraging these methods, researchers have achieved remarkable improvements in nodule detection and risk prediction. Moreover, this review highlights the role of curated datasets and various methods of lung nodule classification and segmentation. The utilisation of large-scale datasets, including publicly available datasets and clinical databases, has empowered researchers to develop robust algorithms capable of achieving exceptional performance. Furthermore, the review examines the fact that machine-learning algorithms have demonstrated the ability to identify nodules with remarkable precision. In conclusion, machine learning has emerged as a transformative force in the field of lung nodule identification, offering unprecedented accuracy and efficiency. By harnessing the power of advanced algorithms, healthcare providers can elevate their ability to detect and classify lung nodules, ultimately leading to earlier diagnosis, improved patient outcomes, and a significant reduction in lung cancer-related mortality.",Deep learning;Training;Machine learning algorithms;Lung;Lung cancer;Machine learning;Medical services,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10307157,IEEE Conferences,,,,,,
